planet_name,orbital_period,planet_radius,planet_mass,star_temperature,star_radius,distance
HAT-P-41 b,2.69405,22.97845,378.2177,6390,2.05,348.185
HAT-P-42 b,4.641878,14.348,331.801,5743,1.53,405.238
HAT-P-43 b,3.3326414,13.63,210.395,5693,1.08,528.825
HAT-P-44 b,4.301219,13.922,111.871,5295,0.949,347.85
HAT-P-44 c,872.2,13,1271.3,5295,0.949,347.85
HAT-P-45 b,3.128992,15.984,283.492,6330,1.319,298.64
HAT-P-46 b,4.463129,14.392,156.684,6120,1.396,290.736
HAT-P-49 b,2.69155,17.82231,699.226,6820,2.06,350.351
HAT-P-5 b,2.78849,13.56289,311.4734,5960,1.12,303.336
HAT-P-50 b,3.1220109,14.437192,429.0705,6280,1.698,515.458
HAT-P-51 b,4.21802091,13.50682174,97.57332095,5453,0.995,440.089
HAT-P-52 b,2.7535953,11.309881,259.98494,5131,0.893,361.155
HAT-P-53 b,1.9616241,14.773462,471.65972,5956,1.209,666.802
HAT-P-54 b,3.799847,10.581296,241.5508,4390,0.617,143.651
HAT-P-55 b,3.5852313,14.84069045,189.4257306,5804,1.105,511.388
HAT-P-56 b,2.79083,16.92559,734.1873,6566,1.47,320.639
HAT-P-57 b,2.4653,19.50366,448.1403,6330,1.85,279.86
HAT-P-58 b,4.0138379,14.93036229,118.2321674,6078,1.53,515.59
HAT-P-59 b,4.1419771,12.58768533,489.4557468,5678,1.1038,265.471
HAT-P-6 b,3.85298,16.58932,419.5356,6570,1.62,275.358
HAT-P-60 b,4.7947813,18.28184752,182.4335056,6212,2.197,233.22
HAT-P-61 b,1.90231289,10.07687365,335.9446262,5587,0.938,338.84
HAT-P-62 b,2.6453235,12.02723629,241.8674177,5629,1.17,348.815
HAT-P-63 b,3.377728,12.5428494,195.1466419,5400,0.9661,403.458
HAT-P-64 b,4.007232,19.08889413,184.3404761,6457,1.735,651.897
HAT-P-65 b,2.60544751,18.05766791,176.0769375,5872,1.666,738.519
HAT-P-66 b,2.972086,17.82231,248.86089,6002,1.881,935.456
HAT-P-67 b,4.8101069,23.9872187,143.0227832,6640,2.62,371.686
HAT-P-68 b,2.29840551,12.016048,230.10892,4508,0.6701,202.152
HAT-P-69 b,4.7869491,18.786284,1137.8314,7394,1.926,341.263
HAT-P-7 b,2.20474,16.92559,584.8072,6389,2,341.079
HAT-P-70 b,2.74432452,20.96083,2154.8874,8450,1.858,330.739
HAT-P-8 b,3.07634,15.6926,406.8224,6200,1.57,211.553
HAT-P-9 b,3.92281072,15.614137,238.05467,6350,1.338,455.203
HATS-1 b,3.446459,14.594,589.55,5870,1.038,283.971
HATS-10 b,3.312846,10.861521,167.17858,5880,1.105,534.889
HATS-11 b,3.619188,18.03,263.7989,6563,1.54,944.603
HATS-12 b,3.142702,7.76,759.6137,6357,1.17,746.138
HATS-13 b,3.0440499,13.585308,172.58169,5523,0.887,421.855
HATS-14 b,2.7667641,11.646151,340.39593,5346,0.933,513.011
HATS-15 b,1.74748753,12.385945,689.6911,5311,0.922,1139.55
HATS-16 b,2.686502,14.5717,1039.3041,5738,1.238,757.044
HATS-17 b,16.254611,8.709393,425.25654,5846,1.091,400.331
HATS-18 b,0.83784,14.896761,629.144485,5600,1.02,624.368
HATS-2 b,1.35413379,12.57647635,435.4249176,5227,0.876,341.925
HATS-22 b,4.7228124,10.682177,870.8542,4803,0.689,229.518
HATS-23 b,2.1605156,20.84874,467.2101,5780,1.199,639.004
HATS-24 b,1.3484978,15.636555,718.2958,6125,1.12,494.182
HATS-25 b,4.2986432,14.12334,194.82979,5715,1.107,471.158
HATS-26 b,3.3023881,19.61575,206.5895,6071,2.04,861.843
HATS-27 b,4.637038,16.8135,168.4499,6438,1.74,816.988
HATS-28 b,3.1810781,13.383546,213.58176,5498,0.922,535.383
HATS-29 b,4.6058749,14.022459,207.54299,5670,1.073,353.891
HATS-3 b,3.547851,15.48,340.382,6351,1.404,411.211
HATS-30 b,3.1743516,13.170575,224.38798,5943,1.061,342.14
HATS-31 b,3.37796,18.38276,279.6904,6050,1.87,773.974
HATS-32 b,2.8126548,14.000041,292.4036,5700,1.097,745.116
HATS-33 b,2.5495551,13.78707,378.85336,5659,1.022,248.46
HATS-34 b,2.1061607,16.02887,299.07803,5380,0.98,508.842
HATS-35 b,1.8209993,16.409976,388.38826,6300,1.433,514.555
HATS-36 b,4.175186,12.92,1022.14128,5950,1.1,856.436
HATS-37 A b,4.3315366,6.792654,31.46517,5326,0.877,211.896
HATS-38 b,4.375021,6.882326,23.51942,5732,1.105,343.525
HATS-39 b,4.5776348,17.59813,200.2329,6572,1.621,878.521
HATS-4 b,2.516729,11.433,420.471,5403,0.925,416.459
HATS-40 b,3.2642736,17.71022,505.3497,6460,2.26,1342.29
HATS-41 b,4.193649,14.90797,3082.951,6424,1.71,737.668
HATS-42 b,2.292102,15.6926,597.5204,6060,1.48,800.377
HATS-43 b,4.3888497,13.22662,82.95363,5099,0.812,362.273
HATS-44 b,2.7439004,11.960003,177.9848,5080,0.847,446.035
HATS-45 b,4.1876244,14.414774,222.481,6450,1.315,772.11
HATS-46 b,4.7423729,10.121727,54.98459,5495,0.853,453.808
HATS-47 b,3.9228038,12.520453,117.27927,4512,0.6564,300.67
HATS-48 A b,3.1316666,8.9672,77.23269,4546,0.7152,263.609
HATS-49 b,4.1480467,8.574885,112.19399,4405,0.6977,324.413
HATS-5 b,4.763387,10.223,75.323,5304,0.871,246.384
HATS-50 b,3.8297015,12.66617,123.9537,5990,1.117,756.742
HATS-51 b,3.3488702,15.80469,244.09344,5758,1.44,389.57
HATS-52 b,1.36665436,15.490838,711.9392,6010,1.046,555.134
HATS-53 b,3.8537768,15.02006,189.10885,5644,1.101,585.77
HATS-54 b,2.5441765,11.37711541,239.3247905,5621,1.23,748.585
HATS-55 b,4.2042001,14.022459,292.72143,6214,1.126,609.838
HATS-56 b,4.324799,18.920792,191.33366,6536,2.201,564.409
HATS-57 b,2.350621,12.767051,1000.21101,5587,0.96,279.485
HATS-58 A b,4.2180896,12.273855,327.3649,7175,1.433,403.591
HATS-59 b,5.416081,12.621334,256.17098,5670,1.036,642.884
HATS-59 c,1422,12.3,4036.441,5670,1.036,642.884
HATS-6 b,3.3252725,11.186582,101.38777,3724,0.57,169.318
HATS-60 b,3.560829,12.923977,210.40346,5688,1.46,486.474
HATS-61 b,7.817953,13.394755,1080.622,5542,1.664,679.761
HATS-62 b,3.2768837,11.825495,56.89157,5416,0.933,523.067
HATS-63 b,3.0566527,13.529263,305.1168,5627,1.07,623.232
HATS-64 b,4.908897,18.819911,305.1168,6554,2.113,1080.15
HATS-65 b,3.105161,16.824709,260.93843,6277,1.31,493.32
HATS-66 b,3.1414391,15.815899,1694.0339,6626,1.841,1477.98
HATS-67 b,1.6091788,18.887165,460.8535,6594,1.441,960.109
HATS-68 b,3.5862202,13.809488,410.0007,6147,1.748,603.955
HATS-69 b,2.2252577,10.592505,183.38791,5137,0.8785,414.537
HATS-7 b,3.185315,6.310667,38.1396,4985,0.815,240.707
HATS-70 b,1.8882378,15.513256,4100.007,7930,1.881,1458.83
HATS-71 b,3.7955202,11.478016,117.5971,3405,0.4783,140.225
HATS-72 b,7.3279474,8.0973816,39.855882,4656.1,0.7214,127.589
HATS-74 A b,1.73185606,11.56766808,464.0294742,3776.9,0.5758,299.389
HATS-75 b,2.7886556,9.90873894,156.0537478,3790.4,0.5848,194.964
HATS-76 b,1.9416423,12.09449018,835.570882,4016,0.6259,385.689
HATS-77 b,3.0876262,13.05846252,436.6962312,4071,0.6428,436.176
HATS-8 b,3.583893,9.785457,43.86054,5679,1.086,794.637
HATS-9 b,1.915291,13.85,266.02371,5599,1.56,638.7
HD 100508 b,5681,13.7,381.3940884,5419,1.0179,32.7548
HD 100546 b,,77.3421,2701.54146,10500,1.85288,109.677
HD 100655 b,157.57001,13.5,511.7063,4891,10.06,137.178
HD 100777 b,383,13.7,390.9289406,5533,1.04,49.5336
HD 101581 b,4.46569,0.956,0.827,4675,0.63,12.7781
HD 101581 c,6.20401,0.99,0.937,4675,0.63,12.7781
HD 10180 c,5.75969,,2741.587839,5911,1.109,38.9607
HD 10180 d,16.357,,3295.880581,5911,1.109,38.9607
HD 10180 e,49.748,5.39,25.1,5911,1.109,38.9607
HD 10180 f,122.744,5.24,23.9,5911,1.109,38.9607
HD 10180 g,604.67,,3375.337682,5911,1.109,38.9607
HD 10180 h,2205,9.4,64.4,5911,1.109,38.9607
HD 101930 b,70.46,10.6,79.4575,5108,0.86,30.0274
HD 102117 b,20.8133,8.47,54.0311,5655,1.23,39.5792
HD 102195 b,4.11377,14.2,130.3103,5301,0.82,29.3386
HD 102272 b,127.58,12.9,1570.0802,4790,10.3,347.097
HD 102329 b,778.09998,12.6,2593.4928,4745,9.82,217.107
HD 102329 c,1123,13.5,483.1016,4830,6.3,217.107
HD 102843 b,3090.942,13.1,113.9,5436,0.961488,62.758
HD 102888 b,252.06,12.8,1808.443636,4990,8.6,126.484
HD 102956 b,6.4947,13.8,305.1168,4985,4.55,121.89
HD 103197 b,47.84,5.83,28.6047,5250,0.88,57.1463
HD 103720 b,4.5557,14.1,197.046,5017,0.73,45.5352
HD 103774 b,5.8881,13.3,116,6489,1.581047,56.4089
HD 103891 b,1919,13.2,918.5240962,6072,2.22,55.5213
HD 103949 b,120.878,3.35,11.2,4792,0.753113,26.4997
HD 104067 b,55.851,9.2,62.1,4952,0.78,20.3632
HD 104067 c,13.8992,3.69,13.2,4952,0.78,20.3632
HD 10442 b,1032.3,13.6,472.61321,4912,1.97,135.374
HD 104985 b,199.68,12.8,1766.808115,4738,11.12,100.576
HD 105618 b,10.02245,5.44,25.42627256,5671,1.27399,70.0837
HD 105618 c,77114.07158,11.9,8419.59233,5671,1.27399,70.0837
HD 105779 b,2412,14.1,203.4101805,5792,0.94,55.2411
HD 106252 b,1535,12.5,3178.28407,5874,1.05,38.185
HD 106270 b,1888,12.4,3623.24384,5509,2.66,93.808
HD 106315 b,9.55237,2.44,12.6,6327,1.296,109.353
HD 106315 c,21.05704,4.35,15.2,6327,1.296,109.353
HD 10647 b,989.2,13.8,298.75,6218,1.1,17.3357
HD 106515 A b,3626,12.1,6006.956892,5362,0.91,34.0915
HD 106906 b,,12.4,3496,6516,2.12351,103.029
HD 10697 b,1075.3799,12.8,1825.288541,5641,1.863076,33.1205
HD 107148 b,48.056,9.6,66.741,5797,1.169193,49.4156
HD 107148 c,18.3267,4.7,19.89605828,5752.92,1.169193,49.4156
HD 108147 b,10.8985,10.9,82.95,6255.73,1.20664,38.92
HD 108202 b,2990,13.1,953.485221,4556.03,0.66355,38.6846
HD 108236 b,3.795963,1.615,3.24,5660,0.877,64.5978
HD 108236 c,6.203449,2.071,4.94,5660,0.877,64.5978
HD 108236 e,19.590025,3.083,9.71,5660,0.877,64.5978
HD 108236 f,29.54115,2.017,4.72,5660,0.877,64.5978
HD 108341 b,1129,13.3,715.1139158,5122,0.79,48.9102
HD 108863 b,437.7,13.3,767.24162,4878,5.74,164.742
HD 108874 b,394.48123,13.6,451.3186,5600,1.05,59.5175
HD 108874 c,1624,13.8,314.64,5551,1.05,59.5175
HD 109246 b,68.27,13.9,273.3338,5844,1.07,67.8349
HD 109271 b,7.8543,4.31,17.162,5783,1.294595,55.8716
HD 109271 c,30.93,5.27,24.154,5783,1.294595,55.8716
HD 109286 b,520.1,13.2,950.3069369,5694,1.089,55.4156
HD 109749 b,5.239891,11.1,85.8141,5824,1.22,63.0821
HD 10975 b,283.8,14.3,143.0227832,4840,11.16,116.506
HD 109833 b,9.188526,2.888,8.69,5881,1,79.5561
HD 109833 c,13.900148,2.59,7.22,5881,1,79.5561
HD 109988 b,17132.15854,12.1,6935.333669,5185.97,0.869694,42.5279
HD 110014 b,835.477,12.4,3524.59,4445,20.9,100.758
HD 110067 b,9.113678,2.2,5.69,5266,0.788,32.1585
HD 110067 c,13.673694,2.388,6.3,5266,0.788,32.1585
HD 110067 d,20.519617,2.852,8.52,5266,0.788,32.1585
HD 110067 e,30.793091,1.94,3.9,5266,0.788,32.1585
HD 110067 f,41.05854,2.601,5.04,5266,0.788,32.1585
HD 110067 g,54.76992,2.607,8.4,5266,0.788,32.1585
HD 110082 b,10.18271,3.2,10.3,6200,1.19,105.096
HD 110113 b,2.541,2.05,4.55,5732,0.968,106.307
HD 110113 c,6.744,2.11384817,10.5,5732,0.968,106.307
HD 110537 b,24469.67342,11.9,8612.832001,5718,1.16626,45.0858
HD 11112 b,17244.90764,12.6,2598.565056,5905.64,1.47368,44.3804
HD 111232 b,1169.13202,12.6,2531.503262,5512,0.9,28.9571
HD 111232 c,26472.44623,12.2,5740.934516,5512,0.9,28.9571
HD 111591 b,1056.4,12.9,1398.452,4884,8.03,114.166
HD 111998 b,810,12.9,1525.576354,6557,1.45,33.2237
HD 112300 b,466.63,12.2,5031.223683,3657,65.8,62.07324
HD 112570 b,2615,13.1,1086.973152,4750,9.85,101.166
HD 112640 b,613.2,12.9,1589.15,4155,39,323.335
HD 113337 b,317.58639,13.1,1035.802778,6774,1.5,36.18
HD 113337 c,5429.93477,12.1,6299.676855,6774,1.5,36.18
HD 11343 c,228.53731,13.9,255.5340392,4672,6.84,155.121
HD 113538 b,663.2,13.2,114.41,4462,0.53,16.2817
HD 113538 c,1818,13.8,295.57,4462,0.53,16.2817
HD 113996 b,610.2,12.7,2002.329,4181,25.11,116.334
HD 114082 b,109.75,11.2089807,2542.627256,6651,1.49,95.3906
HD 114386 b,937.70001,13.6,464.0294742,4836,0.76,27.9243
HD 114386 c,444,13.4,117.5965106,4895,0.76,27.9243
HD 114729 b,1121.79,13.9,262.20975,5844,1.473,37.8063
HD 114783 b,493.7,13.7,349.6,5135,0.840622,21.0628
HD 114783 c,4352,13.4,603.8739733,5135,0.840622,21.0628
HD 11505 b,32669.22247,12.6,2510.526587,5757.15,1.19568,38.9679
HD 11506 b,1617.7,12.9,1551.002626,6123,1.24,51.261
HD 11506 c,223.92,14,127.1313628,6123,1.24,51.261
HD 11506 d,26500,12.3,4068.20361,6123,1.24,51.261
HD 115404 A b,10.49488,6.09,30.82935548,5019.17,0.727007,10.9816
HD 115404 A c,15319.22517,12.5,3279.671332,5019.17,0.727007,10.9816
HD 115954 b,3700,12.6,2685.650039,5957,1.213,87.6437
HD 116029 b,670,13.6,444.962,4819,4.89,123.245
HD 116029 c,907,13.7,403.6441,4951,4.6,123.245
HD 117207 b,2621.75,13.4,669.3466251,5732,1.074,32.3547
HD 11755 b,433.70001,12.8,1789.3829,4312,20.58,235.045
HD 117618 b,25.8,8.59,55.30242,5990,1.2,37.7781
HD 118203 b,6.1349779,12.778238,680.152791,5742,2.04,92.2589
HD 118203 c,5103,12.4,3747.196919,5742,2.04,92.2589
HD 11964 b,1945,14.1,198,5303,2.00971,33.5369
HD 11964 c,37.91,5.38,25,5303,2.00971,33.5369
HD 11977 b,711,12.7,2080,4970,10.09,67.9331
HD 120084 b,2142,12.7,2034.101805,4879,10.37,103.044
HD 121504 b,63.33,13.6,479.9233,6027,1.07,41.6592
HD 12235 b,4.36305,3.23,10.48833743,5986,1.80185,31.7627
HD 12235 c,36336.70679,12.5,3135.695063,5986,1.80185,31.7627
HD 122562 c,84.96276,10.1,73.10053361,4956,2.16627,53.2528
HD 124330 b,270.66,14,238.3713053,5873,1.30446,60.1977
HD 12484 b,58.83,13.2,947.1334,5920,1.001848,48.3367
HD 125271 b,14901.99295,12.4,3465.60095,4703.93,0.751364,39.3466
HD 125390 b,1757.39151,11.9,8646.203984,4882,6.47,153.647
HD 125595 b,9.6737,,3531.073602,4691,0.74,28.1989
HD 125612 b,557.69994,13.2,945.2216824,5900,1.07,57.6207
HD 125612 c,4.15466,4.07,15.57359194,5900,1.07,57.6207
HD 125612 d,2822.72698,12.7,2281.372305,5900,1.07,57.6207
HD 12648 b,133.60001,13.4,622.9468,4835,11.02,182.192
HD 126525 b,960.41,10.3,75.32571,5638,0.979,37.6506
HD 12661 b,262.70862,13.3,772.3269,5645,1.2,37.8478
HD 12661 c,1708,13.2,899.4543918,5748,1.11,37.8478
HD 126614 b,1257.25303,12.7,107.74383,5568,1.369794,73.0961
HD 127506 b,65.78395,5.67,27.333243,4595.32,0.735766,22.5279
HD 128311 b,453.019,13.5,562.24127,4965,0.76,16.3292
HD 128311 c,921.538,13,1204.25787,4965,0.76,16.3292
HD 128356 b,298.2,13.9,282.8687,4875,0.85,26.1548
HD 128717 b,3420,12.1,6293.002459,6210,1.248,73.636
HD 129445 b,1840,13.3,797.7493016,5646,1.175816,67.4386
HD 130322 b,10.70871,13.7,365.49,5387,0.85,31.8766
HD 131496 b,896,13.4,572.094,4846,4.44,131.849
HD 13167 b,2613,13.1,1052.0173,5671,2.39,148.934
HD 13189 b,471.60001,12.4,3480.2385,4175,38.41,497.823
HD 132406 b,908,12.8,1887.900738,5766,1.34,70.7832
HD 132563 b,1544,13.6,473.547,6289,1.29577,105.155
HD 133131 A b,649,13.6,451.3186,5799,0.955014,51.4736
HD 133131 A c,3568,14.3,133.4886,5799,0.955014,51.4736
HD 133131 B b,5769,13.3,794.575,5805,0.989538,51.2993
HD 134060 b,3.2696,3.16,10.1,5966,1.164285,24.0125
HD 134060 c,1291.5646,5.91,29.29,5966,1.164285,24.0125
HD 134606 b,12.089,2.97,9.09,5576,1.158,26.7909
HD 134606 c,58.883,3.37,11.31,5576,1.158,26.7909
HD 134606 d,966.5,7.59,44.8,5576,1.158,26.7909
HD 134606 e,4.3203,1.33,2.34,5576,1.158,26.7909
HD 134606 f,26.915,2.24,5.63,5576,1.158,26.7909
HD 134987 b,258.17999,13.5,511.7063,5736,1.22,26.1804
HD 134987 c,5000,13.9,260,5585,1.25,26.1804
HD 135344 A b,,16.25302201,3178.28407,9540,1.5,141.595
HD 135625 b,4055,13.3,731.0053361,6040.64,1.35743,56.518
HD 135694 b,15.92347557,2.857,6.1,5712,1.08,73.8713
HD 135872 b,2422.32597,12.8,1744.560126,4992,3.93038,82.4251
HD 136118 b,1187.59765,12.3,4164.187789,6097,1.67754,51.4359
HD 136352 b,11.57797,1.664,4.72,5664,1.058,14.682
HD 136352 c,27.59221,2.916,11.24,5664,1.058,14.682
HD 136352 d,107.245,2.562,8.82,5664,1.058,14.682
HD 136418 b,464.29999,13.3,680.1562,4989,3.78,105.168
HD 136925 b,4540,13.9,266.9758619,5773.19,1.193078,47.874
HD 13724 c,142.22895,8.18,50.85254512,5835.31,1.04198,43.465
HD 137388 b,330,9.32,63.566,5181,0.88,40.4841
HD 137496 b,1.62116,1.31,4.04,5799,1.59,155.317
HD 137496 c,479.9,12.6,2434.565598,5799,1.59,155.317
HD 13808 b,14.1815,3.35,11.2,5035,0.781,28.2305
HD 13808 c,53.753,3.13,9.96,5035,0.781,28.2305
HD 13908 b,19.382,13.9,274.91,6255,1.67,79.5515
HD 13908 c,931,12.8,1630.4,6255,1.67,79.5515
HD 13931 b,4218,13.2,889.9195396,5867,1.25,47.3963
HD 139357 b,1124.79139,12.1,6315.568276,4700,11.47,112.09
HD 1397 b,11.53533,11.500434,131.89945,5521,2.336,79.5702
HD 14067 b,2744,12.2,4862.774627,4815,12.4,142.024
HD 140901 b,9.02378,4.07,15.57359194,5610,0.95,15.2528
HD 140901 c,14386,13.4,572.0911326,5610,0.95,15.2528
HD 141004 b,15.5083,3.77,13.63483866,5885.38,1.389372,11.8148
HD 141399 b,94.44,14.3,143.34133,5600,1.387236,37.0169
HD 141399 c,201.99,13.6,422.7139,5600,1.387236,37.0169
HD 141399 d,1069.8,13.7,375.0394,5600,1.387236,37.0169
HD 141399 e,5000,14.1,209.7678,5600,1.387236,37.0169
HD 141937 b,653.21997,11.9,8714.85492,5870,1.03,33.3622
HD 142 A d,108.45299,10.9,82.63538582,6245,1.47,26.1853
HD 142 b,351.43394,12.7,2256.58169,6245,1.47,26.1853
HD 142 c,10159.64279,12.4,3464.647465,6245,1.47,26.1853
HD 142022 A b,1928,12.9,1433.406116,5421,1.04,34.2802
HD 142245 b,1299,13.1,975.7381,4922,4.63,97.2305
HD 142415 b,386.29999,13.5,530.7761,5940,1.04,35.5318
HD 143105 b,2.1974,13.7,384.5743,6380,1.647304,46.7789
HD 143361 b,1039.15,12.9,1382.55357,5507,0.916,68.5146
HD 143811 AB b,117000,15.69257298,1938.753283,6791,1.68398,136.608
HD 144899 b,40.43914,4.77,20.34101805,6126,1.64802,115.665
HD 145377 b,103.95,12.8,1913.3366,6014,1.05,53.4884
HD 145457 b,176.13,13.2,888.0125692,4757,9.9,135.292
HD 145675 c,15732.45889,12.6,2510.844415,5338,0.93,17.9323
HD 145934 b,2751.53433,13.4,658.5404593,4823.75,6.930587,227.881
HD 1461 b,5.77152,2.42,6.44,5765,1.152288,23.4534
HD 1461 c,13.5052,2.23,5.59,5765,1.152288,23.4534
HD 147018 b,44.236,13.4,674,5441,0.937948,40.4256
HD 147018 c,1008,12.7,2080,5441,0.937948,40.4256
HD 147379 b,86.58,4.94,21.6,4090,0.628304,10.7643
HD 147513 b,528.4,13.7,385,5883,0.98,12.9032
HD 14787 b,676.6,13.7,356.28743,4946,5.01,119.137
HD 147873 b,116.596,12.8,1633.6462,5972,2.29,109.055
HD 147873 c,491.54,13.3,731.009,5972,2.29,109.055
HD 148156 b,1027,13.9,270.144,6308,1.21,57.1289
HD 148164 b,328.55,13.7,390.9309,6032,1.34,77.1971
HD 148164 c,5062,12.8,1640.0028,6032,1.34,77.1971
HD 149026 b,2.87589,8.29466,120.7754,6179,1.41,75.8643
HD 149143 b,4.07182,13.6,422.7139,5856,1.44,73.2801
HD 149806 b,16521.52778,12.3,4003.684443,5352.05,0.89,20.2727
HD 150010 b,562,13.3,762.7881768,4153,16.2,144.49
HD 1502 b,428.5,13.2,874.0325,4947,4.67,190.953
HD 150706 b,5894,13.3,772.323029,5961,0.96,28.2697
HD 151450 b,21.89288,6.94,38.45723725,6091.98,1.17184,43.6002
HD 151450 c,18144.76236,12.8,1636.180639,6091.98,1.17184,43.6002
HD 152079 b,2918.92,13.2,845.74563,5907,1.128,87.8888
HD 152581 b,686.5,13.4,594.02427,5027,5.14,165.76
HD 152843 b,11.62071,3.05,9.82,6310,1.43,107.898
HD 152843 c,19.502104,5.94,9.67,6310,1.43,107.898
HD 15337 b,4.7559804,1.77,6.519,5131,0.855,44.8155
HD 15337 c,17.180546,2.526,6.792,5131,0.855,44.8155
HD 153557 b,7.29903,4.77,20.34101805,4837,0.745171,17.9412
HD 153557 c,15.27018,4.36,17.48056238,4837,0.745171,17.9412
HD 153557 d,40654.64809,11.9,8725.661086,4837,0.745171,17.9412
HD 153950 b,499.39999,13.2,937.5985,6124,1.28,48.4549
HD 154088 b,18.56,2.46,6.6,5374,0.95,18.2692
HD 154345 b,3280,13.7,376.9444907,5468,0.85,18.284
HD 154391 b,5163,12.5,2892.238504,4909,8.56,100.947
HD 154672 b,163.94,12.8,1706.7471,5743,1.32,63.0484
HD 154857 b,408.60001,13.3,778.6835,5589,2.3,63.4482
HD 154857 c,3452,13.2,819.97,5605,1.76,63.4482
HD 155193 b,352.65,14,238.3713053,6239,1.76439,57.7995
HD 155358 b,194.3,13.8,314.6517,5905,1.38,43.6197
HD 155358 c,391.9,13.9,261,5900,1.38,43.6197
HD 155918 b,1.87567,2.67,7.62788177,5771.84,1.01906,27.561
HD 155918 c,17202.19446,12.8,1878.048057,5771.84,1.01906,27.561
HD 156098 b,21.85849,4.12,15.89142035,6419.19,2.75716,48.249
HD 156098 c,7841.5839,12.8,1661.606912,6419.19,2.75716,48.249
HD 156279 b,133.40355,12.5,2997.757535,5453,0.95,36.1945
HD 156279 c,4818.25358,12.5,3098.826968,5453,0.95,36.1945
HD 156411 b,842.2,14,235.18,5900,2.16,56.8655
HD 156668 b,4.6455,1.87,4.15,4850,0.72,24.3323
HD 156668 c,811.3,6.17,31.49679513,4903.69,0.774528,24.3323
HD 156846 b,359.51001,12.4,3391.2461,6090,1.9,47.7332
HD 158038 b,521,13.5,486.2799,4860,4.5,94.8625
HD 158259 b,2.178,1.28228,2.22,5801.89,1.21,27.0498
HD 158259 c,3.432,2.23,5.6,5801.89,1.21,27.0498
HD 158259 d,5.1980814,2.18,5.41,5801.89,1.21,27.0498
HD 158259 e,7.951,2.34,6.08,5801.89,1.21,27.0498
HD 158259 f,12.028,2.35,6.14,5801.89,1.21,27.0498
HD 158996 b,820.2,12.3,4449.62,4069,50.3,283.659
HD 15906 b,10.924709,2.24,5.65,4757,0.762,45.5621
HD 15906 c,21.583298,2.93,8.91,4757,0.762,45.5621
HD 159243 b,12.62,13.7,359.13,6123,1.12,73.3055
HD 159243 c,248.4,13.4,603.9,6123,1.12,73.3055
HD 159868 b,1184.1,13.3,704.94694,5534,2.13,55.8503
HD 159868 c,351,14,244.09344,5534,2.13,55.8503
HD 1605 b,577.2,13.8,296.85322,4915,3.49,88.8047
HD 1605 c,2149,13,1150.5446,4915,3.49,88.8047
HD 160691 b,645,,1366.66215,5773,1.33,15.5981
HD 160691 c,3947,,1398.444991,5773,1.33,15.5981
HD 160691 d,9.6392,3.23,10.49,5773,1.33,15.5981
HD 160691 e,307.9,,2224.798849,5773,1.33,15.5981
HD 161178 b,279.3,14.1,181.162192,4786,10.95,107.188
HD 16141 b,75.523,10.9,82.6358,5757,1.48,37.7861
HD 16175 b,990,12.8,1875.187601,5981,1.72,59.859
HD 162020 b,8.4282,12.5,3127.4472,4723,0.75,30.8248
HD 163607 b,75.2203,13.9,249.051588,5522,1.76,67.7855
HD 163607 c,1272,13.3,699.54383,5522,1.76,67.7855
HD 16417 b,17.24,5,22.1,5841,1.639984,25.3936
HD 164509 b,280.17,14.3,140.79869,5859,1.11,53.1119
HD 164595 b,40,4.16,16.14,5790,1.023606,28.254
HD 164604 b,653.9,12.3,4195.334972,4663,0.78,39.3633
HD 164604 c,5387,12.5,3019.369867,4663,0.78,39.3633
HD 164922 b,1207,13.3,116,5390,0.946,22.0016
HD 164922 c,75.74,3.66,13,5390,0.946,22.0016
HD 164922 d,12.458,1.83,4,5390,0.946,22.0016
HD 164922 e,41.763,3.23,10.52012027,5393.43,1.001813,22.0016
HD 165131 b,2342.6,12.1,5943.391211,5870,1.06419,57.4263
HD 165155 b,434.5,13.2,918.5287,5426,0.95,63.3574
HD 1666 b,270,12.7,2040,6317,1.93,117.908
HD 166724 b,5144,13,1207.747947,5127,0.797485,45.1342
HD 167042 b,417.67,13.6,444.0062846,4919,4.63,49.6633
HD 167677 b,1820,13.2,905.81096,5474,0.95271,54.3258
HD 167768 b,20.6532,13.9,270.154146,4851,9.7,107.214
HD 168009 b,15.1479,3.05,9.53485221,5778.33,1.209505,23.3032
HD 168443 b,58.11187,12.6,2424.395089,5491,1.711479,39.6245
HD 168443 c,1753.1096,12.2,5500.338412,5491,1.711479,39.6245
HD 168746 b,6.404,11.1,85.8141,5570,1.09,41.5681
HD 168863 b,14773.93272,12.7,2154.876599,4905,0.777826,39.8979
HD 1690 b,533,12.5,2793.7257,4374,21.66,752.615
HD 16905 b,10256,12.4,3591.460999,4866.12,0.77494,39.7401
HD 169142 b,,13.1,953.485221,7246,1.53702,113.6
HD 169830 b,225.67372,13.2,804.4236981,6300,1.935709,37.6048
HD 169830 c,1818.82339,12.6,2437.426053,6300,1.935709,37.6048
HD 170469 b,1145,14.1,209.7678,5842,1.24,60.178
HD 17092 b,359.89999,12.5,3219.6179,4326,13.58,228.422
HD 171028 b,550,13.2,832.7146,5671,2.47,111.659
HD 171238 b,1515,12.5,2796.889982,5467,1.01,44.8113
HD 17156 b,21.2164294,12.26262489,1036.120607,6046,1.517,78.0863
HD 173416 b,322.03,13.4,585.1220973,4683,13.5,132.184
HD 174205 b,582,13,1334.879309,4308,26.6,234.027
